"","Location","Year","Month","average_monthly_hum","State"
"1092","Hobart","2014","April",60.37,"Tasmania"
"1093","Hobart","2014","August",61.68,"Tasmania"
"1094","Hobart","2014","December",60.32,"Tasmania"
"1095","Hobart","2014","February",55.95,"Tasmania"
"1096","Hobart","2014","January",50.05,"Tasmania"
"1097","Hobart","2014","July",70.85,"Tasmania"
"1098","Hobart","2014","June",69.22,"Tasmania"
"1099","Hobart","2014","March",58.77,"Tasmania"
"1100","Hobart","2014","May",65.61,"Tasmania"
"1101","Hobart","2014","November",50.78,"Tasmania"
"1102","Hobart","2014","October",53.56,"Tasmania"
"1103","Hobart","2014","September",50.34,"Tasmania"
"1104","Hobart","2015","April",61.98,"Tasmania"
"1105","Hobart","2015","August",62.48,"Tasmania"
"1106","Hobart","2015","December",52.72,"Tasmania"
"1107","Hobart","2015","February",59.18,"Tasmania"
"1108","Hobart","2015","January",58.02,"Tasmania"
"1109","Hobart","2015","July",61.81,"Tasmania"
"1110","Hobart","2015","June",66.73,"Tasmania"
"1111","Hobart","2015","March",55.5,"Tasmania"
"1112","Hobart","2015","May",63,"Tasmania"
"1113","Hobart","2015","November",50.8,"Tasmania"
"1114","Hobart","2015","October",50.15,"Tasmania"
"1115","Hobart","2015","September",59.53,"Tasmania"
"1116","Hobart","2016","April",51.25,"Tasmania"
"1117","Hobart","2016","August",57.77,"Tasmania"
"1118","Hobart","2016","December",52.68,"Tasmania"
"1119","Hobart","2016","February",55.55,"Tasmania"
"1120","Hobart","2016","January",56.33,"Tasmania"
"1121","Hobart","2016","July",61.81,"Tasmania"
"1122","Hobart","2016","June",70.22,"Tasmania"
"1123","Hobart","2016","March",58.55,"Tasmania"
"1124","Hobart","2016","May",61,"Tasmania"
"1125","Hobart","2016","November",54.92,"Tasmania"
"1126","Hobart","2016","October",53.45,"Tasmania"
"1127","Hobart","2016","September",62.42,"Tasmania"
"1128","Hobart","2017","April",57.48,"Tasmania"
"1129","Hobart","2017","February",46.98,"Tasmania"
"1130","Hobart","2017","January",55,"Tasmania"
"1131","Hobart","2017","June",62.08,"Tasmania"
"1132","Hobart","2017","March",61.94,"Tasmania"
"1133","Hobart","2017","May",68.73,"Tasmania"
"1134","Launceston","2008","December",59.53,"Tasmania"
"1135","Launceston","2009","April",70.68,"Tasmania"
"1136","Launceston","2009","August",76.59,"Tasmania"
"1137","Launceston","2009","December",57.69,"Tasmania"
"1138","Launceston","2009","February",56.18,"Tasmania"
"1139","Launceston","2009","January",52.92,"Tasmania"
"1140","Launceston","2009","July",79.47,"Tasmania"
"1141","Launceston","2009","June",85.6,"Tasmania"
"1142","Launceston","2009","March",64.53,"Tasmania"
"1143","Launceston","2009","May",70.21,"Tasmania"
"1144","Launceston","2009","November",66.95,"Tasmania"
"1145","Launceston","2009","October",62.4,"Tasmania"
"1146","Launceston","2009","September",73.12,"Tasmania"
"1147","Launceston","2010","April",72.41,"Tasmania"
"1148","Launceston","2010","August",77.37,"Tasmania"
"1149","Launceston","2010","December",62.48,"Tasmania"
"1150","Launceston","2010","February",59.75,"Tasmania"
"1151","Launceston","2010","January",51.4,"Tasmania"
"1152","Launceston","2010","July",83.02,"Tasmania"
"1153","Launceston","2010","June",83.37,"Tasmania"
"1154","Launceston","2010","March",64.73,"Tasmania"
"1155","Launceston","2010","May",76.47,"Tasmania"
"1156","Launceston","2010","November",65.37,"Tasmania"
"1157","Launceston","2010","October",67.39,"Tasmania"
"1158","Launceston","2010","September",65.83,"Tasmania"
"1159","Launceston","2011","August",80.84,"Tasmania"
"1160","Launceston","2011","December",56.81,"Tasmania"
"1161","Launceston","2011","February",65.64,"Tasmania"
"1162","Launceston","2011","January",60.37,"Tasmania"
"1163","Launceston","2011","July",74.65,"Tasmania"
"1164","Launceston","2011","June",82.18,"Tasmania"
"1165","Launceston","2011","March",65.79,"Tasmania"
"1166","Launceston","2011","May",79.06,"Tasmania"
"1167","Launceston","2011","November",66.67,"Tasmania"
"1168","Launceston","2011","October",65.68,"Tasmania"
"1169","Launceston","2011","September",65.85,"Tasmania"
"1170","Launceston","2012","April",72.07,"Tasmania"
"1171","Launceston","2012","August",77.69,"Tasmania"
"1172","Launceston","2012","February",58.95,"Tasmania"
"1173","Launceston","2012","January",55.1,"Tasmania"
"1174","Launceston","2012","July",83.95,"Tasmania"
"1175","Launceston","2012","June",78.47,"Tasmania"
"1176","Launceston","2012","March",65.56,"Tasmania"
"1177","Launceston","2012","May",78.66,"Tasmania"
"1178","Launceston","2012","November",64.1,"Tasmania"
"1179","Launceston","2012","October",64.87,"Tasmania"
"1180","Launceston","2012","September",71.25,"Tasmania"
"1181","Launceston","2013","April",67.32,"Tasmania"
"1182","Launceston","2013","August",78.21,"Tasmania"
"1183","Launceston","2013","December",62.24,"Tasmania"
"1184","Launceston","2013","January",54.73,"Tasmania"
"1185","Launceston","2013","July",84.5,"Tasmania"
"1186","Launceston","2013","June",80.94,"Tasmania"
"1187","Launceston","2013","March",63.35,"Tasmania"
"1188","Launceston","2013","May",76.08,"Tasmania"
"1189","Launceston","2013","November",64.03,"Tasmania"
"1190","Launceston","2013","October",64.35,"Tasmania"
"1191","Launceston","2013","September",71.62,"Tasmania"
"1192","Launceston","2014","April",69.35,"Tasmania"
"1193","Launceston","2014","August",74.63,"Tasmania"
"1194","Launceston","2014","December",62.63,"Tasmania"
"1195","Launceston","2014","February",54.02,"Tasmania"
"1196","Launceston","2014","January",54.76,"Tasmania"
"1197","Launceston","2014","July",83.24,"Tasmania"
"1198","Launceston","2014","June",82.83,"Tasmania"
"1199","Launceston","2014","March",65.24,"Tasmania"
"1200","Launceston","2014","May",79.05,"Tasmania"
"1201","Launceston","2014","November",55.17,"Tasmania"
"1202","Launceston","2014","October",63.58,"Tasmania"
"1203","Launceston","2014","September",66.83,"Tasmania"
"1204","Launceston","2015","April",65.65,"Tasmania"
"1205","Launceston","2015","August",72.98,"Tasmania"
"1206","Launceston","2015","December",50.55,"Tasmania"
"1207","Launceston","2015","February",59.43,"Tasmania"
"1208","Launceston","2015","January",55.89,"Tasmania"
"1209","Launceston","2015","July",78.02,"Tasmania"
"1210","Launceston","2015","June",81.78,"Tasmania"
"1211","Launceston","2015","March",66.42,"Tasmania"
"1212","Launceston","2015","May",75.18,"Tasmania"
"1213","Launceston","2015","November",58.72,"Tasmania"
"1214","Launceston","2015","October",58.65,"Tasmania"
"1215","Launceston","2015","September",66.4,"Tasmania"
"1216","Launceston","2016","April",68.98,"Tasmania"
"1217","Launceston","2016","August",77.13,"Tasmania"
"1218","Launceston","2016","December",59.71,"Tasmania"
"1219","Launceston","2016","February",58.78,"Tasmania"
"1220","Launceston","2016","January",53.06,"Tasmania"
"1221","Launceston","2016","July",77.85,"Tasmania"
"1222","Launceston","2016","June",82.33,"Tasmania"
"1223","Launceston","2016","March",66.84,"Tasmania"
"1224","Launceston","2016","May",77.42,"Tasmania"
"1225","Launceston","2016","November",63.47,"Tasmania"
"1226","Launceston","2016","October",66.42,"Tasmania"
"1227","Launceston","2016","September",73.68,"Tasmania"
"1228","Launceston","2017","April",68.52,"Tasmania"
"1229","Launceston","2017","February",58.62,"Tasmania"
"1230","Launceston","2017","January",60.26,"Tasmania"
"1231","Launceston","2017","June",80.93,"Tasmania"
"1232","Launceston","2017","March",64.35,"Tasmania"
"1233","Launceston","2017","May",76.58,"Tasmania"
"1234","Melbourne","2008","August",63.39,"Victoria"
"1235","Melbourne","2008","December",54.53,"Victoria"
"1236","Melbourne","2008","July",64.68,"Victoria"
"1237","Melbourne","2008","November",53.13,"Victoria"
"1238","Melbourne","2008","October",46.68,"Victoria"
"1239","Melbourne","2008","September",46.28,"Victoria"
"1240","Melbourne","2009","April",58.47,"Victoria"
"1241","Melbourne","2009","August",56.44,"Victoria"
"1242","Melbourne","2009","December",50.5,"Victoria"
"1243","Melbourne","2009","February",51.75,"Victoria"
"1244","Melbourne","2009","January",46.66,"Victoria"
"1245","Melbourne","2009","July",62.71,"Victoria"
"1246","Melbourne","2009","June",70.58,"Victoria"
"1247","Melbourne","2009","March",58.61,"Victoria"
"1248","Melbourne","2009","May",67.06,"Victoria"
"1249","Melbourne","2009","November",51.02,"Victoria"
"1250","Melbourne","2009","October",56.77,"Victoria"
"1251","Melbourne","2009","September",52.05,"Victoria"
"1252","Melbourne","2010","April",58.43,"Victoria"
"1253","Melbourne","2010","August",62.55,"Victoria"
"1254","Melbourne","2010","December",54.26,"Victoria"
"1255","Melbourne","2010","February",55.95,"Victoria"
"1256","Melbourne","2010","January",51.9,"Victoria"
"1257","Melbourne","2010","July",69.73,"Victoria"
"1258","Melbourne","2010","June",71.13,"Victoria"
"1259","Melbourne","2010","March",54.52,"Victoria"
"1260","Melbourne","2010","May",66.73,"Victoria"
"1261","Melbourne","2010","November",57.58,"Victoria"
"1262","Melbourne","2010","October",57.1,"Victoria"
"1263","Melbourne","2010","September",59.93,"Victoria"
"1264","Melbourne","2011","August",61.32,"Victoria"
"1265","Melbourne","2011","December",50.71,"Victoria"
"1266","Melbourne","2011","February",62.27,"Victoria"
"1267","Melbourne","2011","January",61.37,"Victoria"
"1268","Melbourne","2011","July",66.15,"Victoria"
"1269","Melbourne","2011","June",66.57,"Victoria"
"1270","Melbourne","2011","March",59.97,"Victoria"
"1271","Melbourne","2011","May",68.53,"Victoria"
"1272","Melbourne","2011","November",55,"Victoria"
"1273","Melbourne","2011","October",59.13,"Victoria"
"1274","Melbourne","2011","September",51.78,"Victoria"
"1275","Melbourne","2012","April",60.32,"Victoria"
"1276","Melbourne","2012","August",60.44,"Victoria"
"1277","Melbourne","2012","February",57.91,"Victoria"
"1278","Melbourne","2012","January",51.94,"Victoria"
"1279","Melbourne","2012","July",68.69,"Victoria"
"1280","Melbourne","2012","June",70.08,"Victoria"
"1281","Melbourne","2012","March",59.48,"Victoria"
"1282","Melbourne","2012","May",64.08,"Victoria"
"1283","Melbourne","2012","November",54,"Victoria"
"1284","Melbourne","2012","October",51.81,"Victoria"
"1285","Melbourne","2012","September",53.68,"Victoria"
"1286","Melbourne","2013","April",60.23,"Victoria"
"1287","Melbourne","2013","August",57.35,"Victoria"
"1288","Melbourne","2013","December",53.29,"Victoria"
"1289","Melbourne","2013","January",50.19,"Victoria"
"1290","Melbourne","2013","July",64.31,"Victoria"
"1291","Melbourne","2013","June",71.67,"Victoria"
"1292","Melbourne","2013","March",49.84,"Victoria"
"1293","Melbourne","2013","May",62.4,"Victoria"
"1294","Melbourne","2013","November",56.62,"Victoria"
"1295","Melbourne","2013","October",54.24,"Victoria"
"1296","Melbourne","2013","September",53.87,"Victoria"
"1297","Melbourne","2014","April",63.43,"Victoria"
"1298","Melbourne","2014","August",63.32,"Victoria"
"1299","Melbourne","2014","December",54.95,"Victoria"
"1300","Melbourne","2014","February",53.38,"Victoria"
"1301","Melbourne","2014","January",48.45,"Victoria"
"1302","Melbourne","2014","July",67.44,"Victoria"
"1303","Melbourne","2014","June",71.83,"Victoria"
"1304","Melbourne","2014","March",58.18,"Victoria"
"1305","Melbourne","2014","May",65.1,"Victoria"
"1306","Melbourne","2014","November",49.77,"Victoria"
"1307","Melbourne","2014","October",51.63,"Victoria"
"1308","Melbourne","2014","September",55.87,"Victoria"
"1309","Melbourne","2015","April",NA,"Victoria"
"1310","Melbourne","2015","August",NA,"Victoria"
"1311","Melbourne","2015","December",NA,"Victoria"
"1312","Melbourne","2015","February",NA,"Victoria"
"1313","Melbourne","2015","January",49.9,"Victoria"
"1314","Melbourne","2015","July",NA,"Victoria"
"1315","Melbourne","2015","June",NA,"Victoria"
"1316","Melbourne","2015","March",NA,"Victoria"
"1317","Melbourne","2015","May",NA,"Victoria"
"1318","Melbourne","2015","November",NA,"Victoria"
"1319","Melbourne","2015","October",NA,"Victoria"
"1320","Melbourne","2015","September",NA,"Victoria"
"1321","Melbourne","2016","April",NA,"Victoria"
"1322","Melbourne","2016","August",64.77,"Victoria"
"1323","Melbourne","2016","December",55.37,"Victoria"
"1324","Melbourne","2016","February",NA,"Victoria"
"1325","Melbourne","2016","January",NA,"Victoria"
"1326","Melbourne","2016","July",71.06,"Victoria"
"1327","Melbourne","2016","June",75.65,"Victoria"
"1328","Melbourne","2016","March",NA,"Victoria"
"1329","Melbourne","2016","May",61.71,"Victoria"
"1330","Melbourne","2016","November",61.67,"Victoria"
"1331","Melbourne","2016","October",57.11,"Victoria"
"1332","Melbourne","2016","September",67.58,"Victoria"
"1333","Melbourne","2017","April",65.02,"Victoria"
"1334","Melbourne","2017","February",56.77,"Victoria"
"1335","Melbourne","2017","January",57.1,"Victoria"
"1336","Melbourne","2017","June",74.76,"Victoria"
"1337","Melbourne","2017","March",62.81,"Victoria"
"1338","Melbourne","2017","May",70.71,"Victoria"
"1339","Newcastle","2008","December",64.86,"New South Wales"
"1340","Newcastle","2009","April",69.5,"New South Wales"
"1341","Newcastle","2009","August",51.25,"New South Wales"
"1342","Newcastle","2009","December",65.93,"New South Wales"
"1343","Newcastle","2009","February",69.83,"New South Wales"
"1344","Newcastle","2009","January",59.84,"New South Wales"
"1345","Newcastle","2009","July",65.1,"New South Wales"
"1346","Newcastle","2009","June",74.86,"New South Wales"
"1347","Newcastle","2009","March",68.09,"New South Wales"
"1348","Newcastle","2009","May",71.22,"New South Wales"
"1349","Newcastle","2009","November",64.82,"New South Wales"
"1350","Newcastle","2009","October",59.45,"New South Wales"
"1351","Newcastle","2009","September",50.95,"New South Wales"
"1352","Newcastle","2010","April",63.32,"New South Wales"
"1353","Newcastle","2010","August",60.78,"New South Wales"
"1354","Newcastle","2010","December",66.06,"New South Wales"
"1355","Newcastle","2010","February",67.38,"New South Wales"
"1356","Newcastle","2010","January",66.28,"New South Wales"
"1357","Newcastle","2010","July",76.3,"New South Wales"
"1358","Newcastle","2010","June",69.28,"New South Wales"
"1359","Newcastle","2010","March",68.7,"New South Wales"
"1360","Newcastle","2010","May",71.52,"New South Wales"
"1361","Newcastle","2010","November",70.15,"New South Wales"
"1362","Newcastle","2010","October",73.55,"New South Wales"
"1363","Newcastle","2010","September",58.29,"New South Wales"
"1364","Newcastle","2011","August",68.04,"New South Wales"
"1365","Newcastle","2011","December",67.26,"New South Wales"
"1366","Newcastle","2011","February",65.3,"New South Wales"
"1367","Newcastle","2011","January",67.1,"New South Wales"
"1368","Newcastle","2011","July",67.48,"New South Wales"
"1369","Newcastle","2011","June",64.31,"New South Wales"
"1370","Newcastle","2011","March",68.91,"New South Wales"
"1371","Newcastle","2011","May",68.95,"New South Wales"
"1372","Newcastle","2011","November",71.11,"New South Wales"
"1373","Newcastle","2011","October",66.92,"New South Wales"
"1374","Newcastle","2011","September",57.7,"New South Wales"
"1375","Newcastle","2012","April",73.6,"New South Wales"
"1376","Newcastle","2012","August",53.86,"New South Wales"
"1377","Newcastle","2012","February",76.65,"New South Wales"
"1378","Newcastle","2012","January",68.75,"New South Wales"
"1379","Newcastle","2012","July",66.87,"New South Wales"
"1380","Newcastle","2012","June",68.46,"New South Wales"
"1381","Newcastle","2012","March",71.43,"New South Wales"
"1382","Newcastle","2012","May",59.15,"New South Wales"
"1383","Newcastle","2012","November",62.7,"New South Wales"
"1384","Newcastle","2012","October",54.44,"New South Wales"
"1385","Newcastle","2012","September",54.17,"New South Wales"
"1386","Newcastle","2013","April",67.4,"New South Wales"
"1387","Newcastle","2013","August",52.3,"New South Wales"
"1388","Newcastle","2013","December",60.55,"New South Wales"
"1389","Newcastle","2013","January",65.13,"New South Wales"
"1390","Newcastle","2013","July",72.95,"New South Wales"
"1391","Newcastle","2013","June",80.35,"New South Wales"
"1392","Newcastle","2013","March",66.72,"New South Wales"
"1393","Newcastle","2013","May",73.64,"New South Wales"
"1394","Newcastle","2013","November",66.02,"New South Wales"
"1395","Newcastle","2013","October",48.83,"New South Wales"
"1396","Newcastle","2013","September",48.84,"New South Wales"
"1397","Newcastle","2014","April",69.26,"New South Wales"
"1398","Newcastle","2014","August",71.67,"New South Wales"
"1399","Newcastle","2014","December",66.11,"New South Wales"
"1400","Newcastle","2014","February",67.74,"New South Wales"
"1401","Newcastle","2014","January",61.2,"New South Wales"
"1402","Newcastle","2014","July",61.84,"New South Wales"
"1403","Newcastle","2014","June",71.08,"New South Wales"
"1404","Newcastle","2014","March",73.04,"New South Wales"
"1405","Newcastle","2014","May",69.05,"New South Wales"
"1406","Newcastle","2014","November",59.67,"New South Wales"
"1407","Newcastle","2014","October",59.45,"New South Wales"
"1408","Newcastle","2014","September",60.09,"New South Wales"
"1409","Newcastle","2015","April",69.81,"New South Wales"
"1410","Newcastle","2015","August",48.25,"New South Wales"
"1411","Newcastle","2015","December",NA,"New South Wales"
"1412","Newcastle","2015","February",72.43,"New South Wales"
"1413","Newcastle","2015","January",65.47,"New South Wales"
"1414","Newcastle","2015","July",67.46,"New South Wales"
"1415","Newcastle","2015","June",76.46,"New South Wales"
"1416","Newcastle","2015","March",66.92,"New South Wales"
"1417","Newcastle","2015","May",68.93,"New South Wales"
"1418","Newcastle","2015","November",NA,"New South Wales"
"1419","Newcastle","2015","October",NA,"New South Wales"
"1420","Newcastle","2015","September",NA,"New South Wales"
"1421","Newcastle","2016","April",NA,"New South Wales"
"1422","Newcastle","2016","August",NA,"New South Wales"
"1423","Newcastle","2016","December",NA,"New South Wales"
"1424","Newcastle","2016","February",NA,"New South Wales"
"1425","Newcastle","2016","January",NA,"New South Wales"
"1426","Newcastle","2016","July",NA,"New South Wales"
"1427","Newcastle","2016","June",NA,"New South Wales"
"1428","Newcastle","2016","March",NA,"New South Wales"
"1429","Newcastle","2016","May",NA,"New South Wales"
"1430","Newcastle","2016","November",NA,"New South Wales"
"1431","Newcastle","2016","October",NA,"New South Wales"
"1432","Newcastle","2016","September",NA,"New South Wales"
"1433","Newcastle","2017","April",NA,"New South Wales"
"1434","Newcastle","2017","February",NA,"New South Wales"
"1435","Newcastle","2017","January",NA,"New South Wales"
"1436","Newcastle","2017","June",NA,"New South Wales"
"1437","Newcastle","2017","March",NA,"New South Wales"
"1438","Newcastle","2017","May",NA,"New South Wales"
"1439","Nuriootpa","2009","April",53.2,"South Australia"
"1440","Nuriootpa","2009","August",68.66,"South Australia"
"1441","Nuriootpa","2009","December",41.95,"South Australia"
"1442","Nuriootpa","2009","February",35.95,"South Australia"
"1443","Nuriootpa","2009","January",28.17,"South Australia"
"1444","Nuriootpa","2009","July",75.03,"South Australia"
"1445","Nuriootpa","2009","June",75.66,"South Australia"
"1446","Nuriootpa","2009","March",49.4,"South Australia"
"1447","Nuriootpa","2009","May",72.29,"South Australia"
"1448","Nuriootpa","2009","November",40.62,"South Australia"
"1449","Nuriootpa","2009","October",56.6,"South Australia"
"1450","Nuriootpa","2009","September",60.35,"South Australia"
"1451","Nuriootpa","2010","April",57.55,"South Australia"
"1452","Nuriootpa","2010","August",72.11,"South Australia"
"1453","Nuriootpa","2010","December",50.55,"South Australia"
"1454","Nuriootpa","2010","February",39.34,"South Australia"
"1455","Nuriootpa","2010","January",35.73,"South Australia"
"1456","Nuriootpa","2010","July",75.03,"South Australia"
"1457","Nuriootpa","2010","June",76.22,"South Australia"
"1458","Nuriootpa","2010","March",47.48,"South Australia"
"1459","Nuriootpa","2010","May",63.19,"South Australia"
"1460","Nuriootpa","2010","November",52.64,"South Australia"
"1461","Nuriootpa","2010","October",56.21,"South Australia"
"1462","Nuriootpa","2010","September",72.88,"South Australia"
"1463","Nuriootpa","2011","August",68.39,"South Australia"
"1464","Nuriootpa","2011","December",43.92,"South Australia"
"1465","Nuriootpa","2011","February",54.59,"South Australia"
"1466","Nuriootpa","2011","January",46.82,"South Australia"
"1467","Nuriootpa","2011","July",72.11,"South Australia"
"1468","Nuriootpa","2011","June",69.98,"South Australia"
"1469","Nuriootpa","2011","March",65.68,"South Australia"
"1470","Nuriootpa","2011","May",66.44,"South Australia"
"1471","Nuriootpa","2011","November",45.85,"South Australia"
"1472","Nuriootpa","2011","October",58.9,"South Australia"
"1473","Nuriootpa","2011","September",51.71,"South Australia"
"1474","Nuriootpa","2012","April",47.37,"South Australia"
"1475","Nuriootpa","2012","August",69.83,"South Australia"
"1476","Nuriootpa","2012","February",45.88,"South Australia"
"1477","Nuriootpa","2012","January",40.87,"South Australia"
"1478","Nuriootpa","2012","July",72.9,"South Australia"
"1479","Nuriootpa","2012","June",71.53,"South Australia"
"1480","Nuriootpa","2012","March",53.82,"South Australia"
"1481","Nuriootpa","2012","May",61.97,"South Australia"
"1482","Nuriootpa","2012","November",35.91,"South Australia"
"1483","Nuriootpa","2012","October",42,"South Australia"
"1484","Nuriootpa","2012","September",53.98,"South Australia"
"1485","Nuriootpa","2013","April",53.5,"South Australia"
"1486","Nuriootpa","2013","August",72.21,"South Australia"
"1487","Nuriootpa","2013","December",38.98,"South Australia"
"1488","Nuriootpa","2013","January",35.29,"South Australia"
"1489","Nuriootpa","2013","July",75.24,"South Australia"
"1490","Nuriootpa","2013","June",78.55,"South Australia"
"1491","Nuriootpa","2013","March",46.24,"South Australia"
"1492","Nuriootpa","2013","May",62.68,"South Australia"
"1493","Nuriootpa","2013","November",37.87,"South Australia"
"1494","Nuriootpa","2013","October",47.9,"South Australia"
"1495","Nuriootpa","2013","September",59.48,"South Australia"
"1496","Nuriootpa","2014","April",61.88,"South Australia"
"1497","Nuriootpa","2014","August",60.13,"South Australia"
"1498","Nuriootpa","2014","December",45.61,"South Australia"
"1499","Nuriootpa","2014","February",44.5,"South Australia"
"1500","Nuriootpa","2014","January",36.6,"South Australia"
"1501","Nuriootpa","2014","July",75.63,"South Australia"
"1502","Nuriootpa","2014","June",79.92,"South Australia"
"1503","Nuriootpa","2014","March",54.22,"South Australia"
"1504","Nuriootpa","2014","May",67.1,"South Australia"
"1505","Nuriootpa","2014","November",39.64,"South Australia"
"1506","Nuriootpa","2014","October",43.23,"South Australia"
"1507","Nuriootpa","2014","September",52.15,"South Australia"
"1508","Nuriootpa","2015","April",60.75,"South Australia"
"1509","Nuriootpa","2015","August",74.16,"South Australia"
"1510","Nuriootpa","2015","December",32.73,"South Australia"
"1511","Nuriootpa","2015","February",36.12,"South Australia"
"1512","Nuriootpa","2015","January",49.1,"South Australia"
"1513","Nuriootpa","2015","July",71.48,"South Australia"
"1514","Nuriootpa","2015","June",70.42,"South Australia"
"1515","Nuriootpa","2015","March",49.47,"South Australia"
"1516","Nuriootpa","2015","May",69.48,"South Australia"
"1517","Nuriootpa","2015","November",43.03,"South Australia"
"1518","Nuriootpa","2015","October",41.98,"South Australia"
"1519","Nuriootpa","2015","September",57.12,"South Australia"
"1520","Nuriootpa","2016","April",50.35,"South Australia"
"1521","Nuriootpa","2016","August",65.42,"South Australia"
"1522","Nuriootpa","2016","December",45.97,"South Australia"
"1523","Nuriootpa","2016","February",45.9,"South Australia"
"1524","Nuriootpa","2016","January",39.73,"South Australia"
"1525","Nuriootpa","2016","July",78.83,"South Australia"
"1526","Nuriootpa","2016","June",77.42,"South Australia"
"1527","Nuriootpa","2016","March",50.59,"South Australia"
"1528","Nuriootpa","2016","May",68.48,"South Australia"
"1529","Nuriootpa","2016","November",46.3,"South Australia"
"1530","Nuriootpa","2016","October",56,"South Australia"
"1531","Nuriootpa","2016","September",72.47,"South Australia"
"1532","Nuriootpa","2017","April",53.8,"South Australia"
"1533","Nuriootpa","2017","February",49.85,"South Australia"
"1534","Nuriootpa","2017","January",46.52,"South Australia"
"1535","Nuriootpa","2017","June",67.98,"South Australia"
"1536","Nuriootpa","2017","March",49.56,"South Australia"
"1537","Nuriootpa","2017","May",61.5,"South Australia"
"1538","Perth","2008","August",51.05,"Western Australia"
"1539","Perth","2008","December",51.93,"Western Australia"
"1540","Perth","2008","July",71.89,"Western Australia"
"1541","Perth","2008","November",54.03,"Western Australia"
"1542","Perth","2008","October",52.84,"Western Australia"
"1543","Perth","2008","September",58.32,"Western Australia"
"1544","Perth","2009","April",48.1,"Western Australia"
"1545","Perth","2009","August",68.79,"Western Australia"
"1546","Perth","2009","December",37.26,"Western Australia"
"1547","Perth","2009","February",47.39,"Western Australia"
"1548","Perth","2009","January",47.52,"Western Australia"
"1549","Perth","2009","July",67.87,"Western Australia"
"1550","Perth","2009","June",70.18,"Western Australia"
"1551","Perth","2009","March",49.02,"Western Australia"
"1552","Perth","2009","May",47.95,"Western Australia"
"1553","Perth","2009","November",46.7,"Western Australia"
"1554","Perth","2009","October",52.9,"Western Australia"
"1555","Perth","2009","September",61.03,"Western Australia"
"1556","Perth","2010","April",57.5,"Western Australia"
"1557","Perth","2010","August",58.71,"Western Australia"
"1558","Perth","2010","December",44.81,"Western Australia"
"1559","Perth","2010","February",45.61,"Western Australia"
"1560","Perth","2010","January",38.4,"Western Australia"
"1561","Perth","2010","July",66.85,"Western Australia"
"1562","Perth","2010","June",64.43,"Western Australia"
"1563","Perth","2010","March",46.5,"Western Australia"
"1564","Perth","2010","May",57.65,"Western Australia"
"1565","Perth","2010","November",38.05,"Western Australia"
"1566","Perth","2010","October",41.92,"Western Australia"
"1567","Perth","2010","September",47.8,"Western Australia"
"1568","Perth","2011","August",60.47,"Western Australia"
"1569","Perth","2011","December",47.18,"Western Australia"
"1570","Perth","2011","February",42.45,"Western Australia"
"1571","Perth","2011","January",44.62,"Western Australia"
"1572","Perth","2011","July",71.31,"Western Australia"
"1573","Perth","2011","June",65.6,"Western Australia"
"1574","Perth","2011","March",41.9,"Western Australia"
"1575","Perth","2011","May",56.35,"Western Australia"
"1576","Perth","2011","November",49.64,"Western Australia"
"1577","Perth","2011","October",52.95,"Western Australia"
"1578","Perth","2011","September",58.3,"Western Australia"
"1579","Perth","2012","April",53.67,"Western Australia"
"1580","Perth","2012","August",64.97,"Western Australia"
"1581","Perth","2012","February",48.97,"Western Australia"
"1582","Perth","2012","January",44.48,"Western Australia"
"1583","Perth","2012","July",61.4,"Western Australia"
"1584","Perth","2012","June",68.68,"Western Australia"
"1585","Perth","2012","March",38.65,"Western Australia"
"1586","Perth","2012","May",58.85,"Western Australia"
"1587","Perth","2012","November",51.87,"Western Australia"
"1588","Perth","2012","October",49.89,"Western Australia"
"1589","Perth","2012","September",57.03,"Western Australia"
"1590","Perth","2013","April",57.23,"Western Australia"
"1591","Perth","2013","August",68.47,"Western Australia"
"1592","Perth","2013","December",42.32,"Western Australia"
"1593","Perth","2013","January",47.76,"Western Australia"
"1594","Perth","2013","July",66.19,"Western Australia"
"1595","Perth","2013","June",65.97,"Western Australia"
"1596","Perth","2013","March",56.03,"Western Australia"
"1597","Perth","2013","May",64.5,"Western Australia"
"1598","Perth","2013","November",46.93,"Western Australia"
"1599","Perth","2013","October",56.68,"Western Australia"
"1600","Perth","2013","September",66.3,"Western Australia"
"1601","Perth","2014","April",52.78,"Western Australia"
"1602","Perth","2014","August",62.11,"Western Australia"
"1603","Perth","2014","December",44.94,"Western Australia"
"1604","Perth","2014","February",40.45,"Western Australia"
"1605","Perth","2014","January",44.05,"Western Australia"
"1606","Perth","2014","July",71.35,"Western Australia"
"1607","Perth","2014","June",66.73,"Western Australia"
"1608","Perth","2014","March",49.39,"Western Australia"
"1609","Perth","2014","May",73.21,"Western Australia"
"1610","Perth","2014","November",50.67,"Western Australia"
"1611","Perth","2014","October",54.71,"Western Australia"
"1612","Perth","2014","September",61.8,"Western Australia"
"1613","Perth","2015","April",53.95,"Western Australia"
"1614","Perth","2015","August",65.13,"Western Australia"
"1615","Perth","2015","December",44.84,"Western Australia"
"1616","Perth","2015","February",50.21,"Western Australia"
"1617","Perth","2015","January",41.45,"Western Australia"
"1618","Perth","2015","July",71.32,"Western Australia"
"1619","Perth","2015","June",65.05,"Western Australia"
"1620","Perth","2015","March",50.23,"Western Australia"
"1621","Perth","2015","May",59.13,"Western Australia"
"1622","Perth","2015","November",48.87,"Western Australia"
